OBJECTID,Nature_Of_,Premise_Ty,Organizati,Building_N,Street_Typ,Street_Nam,Landmark,Locality,City,Post_Offic,District,Sub_Distri,State,Postman_Be,Pincode,SymbolID,lat,long
0,URBAN,SHOP,,KAILASHNAGAR,,,STYLISHT TAILOR & CLOTHS,ASARVA,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KAILASHNAGAR,,,ADINATH WATCH & MOBILE,ASARVA,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KAILASHNAGAR,,,SHRIJI KRUPA CYCLE RAPAIRING WORKS,ASARVA,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KAILASHNAGAR,,,PRAMUKH TELECOM,ASARVA,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KAILASHNAGAR,,,CHITASH FOOTWARE,ASARVA,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KAILASHNAGAR,,,UMIYA GENERA STORES,ASARVA,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SCHOOL,,,,,SADHNA VIDYALAYA,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,BHAGYALAXMI PROVISION STORE,ASARVA,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,NEVINATH PROVISION STORE,ASARVA,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,JAI BHARAT VELDING WORKS,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,JAI DEEP TRADING COMPANY,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,M.K. OIL & RIKSHOW NA SPAREPARTS,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,PARMESHWAR PROVISION STORE,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,KIRAN FLOWER,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,UMIYA PRIMTERS & BAINDERS,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,MAHENDRA CYCLE REPAIRING WORKS,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,JAI AMBE MEDICAL & GENERAL STORES,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,POLICE CHAWKI,,,,,CHAMANPURA HOUSING POLICE CHAWKI,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,STAR TRADERS,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,VISHAL HAIR CARE,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,BAPA SITARAM TEA STOL,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,OFFICE,,,,,PAYMENT OF ELECTRICITY BILL OFFICE,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,UMIYA PAN MANDIR,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,KAMAL VELDING WORKS,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,ABU HAIR STYLE,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,VANDANA TEA STOL,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,CHAMUNDA PAN CORNER,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,BARHMANI KEWLLERS,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,KHAMAR TRADING,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,ROHIDAS SOCIETY,,,MODEL VYAJABI BHAVNI DUKAN,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,ROHIDAS SOCIETY,,,RUTVIK LADIES TAILOR,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,ROHIDAS SOCIETY,,,DHAVAL PAN PARLOUR,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,ROHIDAS SOCIETY,,,STYA SHRI KARUNA NIDHAN CHERITABLE TRUST,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,LABOUR WELFARE TRUST SANCHALIT SIVAN CLASS,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,HADVAID CLINIC,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,UMIYA DAIRY PARLOUR,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,SHIV SHAKTI AUTO GARRAGE,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,RELAX HAIR ART,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,MIRA CYCLE RADIO CENTRE,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,ADARSH PRIMARY SCHOOL,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,VINAYAK ELECRONICS,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,SADGURU PROVISION,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,NEHAL PAN CENTRE,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,MAHAKALI STEEL WORKS,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,SHRUSHTI LADIES TAILOR,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,OM BABA AUTO SERVICE,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,CHAMUNDA PAN CENTRE,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,GAYATRI MILK,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,HOSPITAL,,,,,ASHUTOSH PRUSTRIGRUH & SURGICAL HOSPITAL,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,MAHALAXMI FURNITURE,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,GURU HALGIDHAR SOCIETY,,,NAR NARAYAN STEEL FURNITURE,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,GURU HALGIDHAR SOCIETY,,,AMBIKA TAILOR,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,GURU HALGIDHAR SOCIETY,,,KHODIYAR HAIR STYLE,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,GURU HALGIDHAR SOCIETY,,,SOMRATNA ICE CREAM,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,GURU HALGIDHAR SOCIETY,,,ANERI DECORATORS,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,RAMNAGAR SOCIETY,,,JETHMAL MANRILAL KIRANA,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,RAMNAGAR SOCIETY,,,SHIVAM GRAPHIC,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,RAMNAGAR SOCIETY,,,SHAKTI LADIES & JENTS STORES,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,RAMNAGAR SOCIETY,,,SHRI LAXMI SILAI MACHINE REPAIRING,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,RAMNAGAR SOCIETY,,,BAJRANG SODA SHOP,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,RAMNAGAR SOCIETY,,,AMBIKA FURNITURE MART,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,RAMNAGAR SOCIETY,,,ALANKAR CYCLE REPAIRING WORKS,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,RAMNAGAR SOCIETY,,,RAGHUVIR FLOOR FACTORY,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,RAMNAGAR SOCIETY,,,MANGAL PROVISION STORES,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,RAMNAGAR SOCIETY,,,KAILASH DAIRY FARM,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,ASHAPURA PROVISIONAL GENERAL STORES,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,NIHAR STATIONARY STORE,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,LAL KRUPA CYCLE REPAIRING,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,PRAKASH PAN PARLOUR,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,SHANTI SHOWING MACHINE,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,JAI VACHRAJ MOBILE REPAIRING,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,LAL KRUPA GENERAL STORES,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,SHRI UMIYA SALES AGENCY,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,AMBIKA HAIR CUTTING SALON,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,HOUSE,,KALAPINAGAR,,,CHAPRA,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,LAXMI SILAI MACHINE SALES & SERVICE,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,HOSPITAL,,KALAPINAGAR,,,SHUBHAM HOSPITAL & TROM CENTRE,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,SHUBHAM PHARAMACY,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,COLLEGE,,KALAPINAGAR,,,SHUBHAM INSTITUTE OF NURSING,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,COLLEGE,,KALAPINAGAR,,,SCIENCE COLLEGE,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,LEUA DECORATORS,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,BHAVNESH SIVAN CLASS,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,AMAR SHAKTI CHASHMA GHAR,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,NARAYAN PASTI BHANDAR,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,CARE MOBILE SERVICE,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,JAIDEEP SCAP,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,BHAIRAV SILK PALACE,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,SHRI NATH HAIR ART,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,MUKESH KATLARI & STATIONARY SHOP,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,MAHENDRA KIRANA STORE,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,KALAPINAGAR,,,R.K. CHUJ,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SCHOOL,,KALAPINAGAR,,,N.V. TEVAR HINDI SCHOOL,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SCHOOL,,KALAPINAGAR,,,TEVAR HINDI PRIMARY SCHOOL,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SCHOOL,,,,,SHARDA VIDYA MANDIR HIGHER SECONDARY SCHOOL,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SCHOOL,,,,,SHARDA SHISHU VIHAR PROMARY SCHOOL,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,CHEBIN BAKERY,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,G.K. SAMOSA,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,CHAMUNDA NOVELTY STORES,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,DARSHN TRAVELS,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SCHOOL,,DHIRAJVATI NIVAS BUILDING,,,UMA PRIMARY SCHOOL,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SCHOOL,,DHIRAJVATI NIVAS BUILDING,,,NEW UMA PRIMARY SCHOOL,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SCHOOL,,DHIRAJVATI NIVAS BUILDING,,,SHARDA GIRLS HIGH SCHOOL,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,DHIRAJVATI NIVAS BUILDING,,,MANJU FLOOR FACTORY,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,DHIRAJVATI NIVAS BUILDING,,,INDU SODA SHOP,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,DHIRAJVATI NIVAS BUILDING,,,SARSWATI KIRANA STORES,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,YOGESH KIRANA,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,CLINIC,,,,,DR. M.S. JOHN,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,SHIV TOBACCO,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,KAVITA STORES,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,BHAIRAV ELECTRICALS,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,STAR CYCLE RAPAIRING WORKS,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,DHAN LAXMI DUDH GHAR,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,NEW JAGRUTI PROVISION STORES,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,KINJAL JEWELLERS,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,SHITAL TELECOM,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,PANDIT DIN DAYAL GRAHAK BHANDAR,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,MAHAKALI PAN PARLOUR,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,AMAR STUDIO,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,GURUKRUPA SING BHANDAR,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,CLINIC,,,,,DR. DUSHYANT P. PATEL,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,SHRI CHAMUNDA FLOOR FACTORY,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,JAI KHODIYAR HAIR ART,KALAPINAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,HOSPITAL,,,,,KAMDAR RAJYA VIMA YOJNA D-10,OMNAGAR,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,13000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,PANDIT TELECOM CENTRE,ASARVA,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,15000,380016,,0.0,0.0
0,URBAN,SHOP,,,,,B.S. MASTER TAILOR,ASARVA,AHMEDABAD,CIVIL HOSPITAL POST OFFICE,AHMEDABAD,,GUJARAT,15000,380016,,0.0,0.0
